name,sport,age,height,weight,country,sex,gold,silver,bronze,total
Luca Tesconi,Shooting,30,177,73,Italy,M,0,1,0,1
Nguse Tesfaldet,Athletics,25,180,56,Eritrea,M,0,0,0,0
Mulualem Girma Teshale,Swimming,24,179,60,Ethiopia,M,0,0,0,0
Martin Tesovic,Weightlifting,37,182,105,Slovakia,M,0,0,0,0
Sergey Tetyukhin,Volleyball,36,197,96,Russian Federation,M,0,0,0,0
Ina Teutenberg,Cycling - Road,37,164,63,Germany,F,0,0,0,0
Wilfried Tevoedjre,Swimming,32,180,,Benin,M,0,0,0,0
Teklit Teweldebrhan,Athletics,18,172,65,Eritrea,M,0,0,0,0
Witthaya Thamwong,Archery,24,180,82,Thailand,M,0,0,0,0
Shiva Thapa,Boxing,18,,,India,M,0,0,0,0
Tilak Ram Tharu,Athletics,19,168,72,Nepal,M,0,0,0,0
Brianne Theisen,Athletics,23,173,64,Canada,F,0,0,0,0
Masempe Theko,Swimming,25,,,Lesotho,F,0,0,0,0
Jurgen Themen,Athletics,26,172,75,Suriname,M,0,0,0,0
Argyris Theodoropoulos,Water Polo,31,187,95,Greece,M,0,0,0,0
Morten Therkildsen,Cycling - BMX,28,191,86,Denmark,M,0,0,0,0
Zaw Win Thet,Athletics,21,162,55,Myanmar,M,0,0,0,0
Nguyen Thi Thanh Phuc,Athletics,21,154,45,Vietnam,F,0,0,0,0
Amy Mbacke Thiam,Athletics,35,185,80,Senegal,F,0,0,0,0
Ysaora Thibus,Fencing,20,174,56,France,F,0,0,0,0
Annekatrin Thiele,Rowing,27,173,68,Germany,F,0,1,0,1
Kerstin Thiele,Judo,25,168,70,Germany,F,0,1,0,1
Katrin Thiem,Rowing,24,188,79,Germany,F,0,0,0,0
Gaetane Thiney,Football,26,169,59,France,F,0,0,0,0
Nick Thoman,Swimming,26,185,84,United States of America,M,0,1,0,1
Adam Thomas,Football,20,189,80,New Zealand,M,0,0,0,0
Donald Thomas,Athletics,28,190,81,Bahamas,M,0,0,0,0
Geraint Thomas,Cycling,26,183,71,Great Britain,M,0,0,0,0
Karine Thomas,Synchronised Swimming,23,172,,Canada,F,0,0,0,0
Kristian Thomas,Gymnastics - Artistic,23,180,,Great Britain,M,0,0,1,1
Mikel Thomas,Athletics,24,166,79,Trinidad and Tobago,M,0,0,0,0
Reyare Thomas,Athletics,24,169,59,Trinidad and Tobago,F,0,0,0,0
Sarah Thomas,Hockey,31,163,59,Great Britain,F,0,0,0,0
Tristan Thomas,Athletics,26,185,70,Australia,M,0,0,0,0
Elodie Thomis,Football,25,166,59,France,F,0,0,0,0
Christopher Thompson,Athletics,31,178,67,Great Britain,M,0,0,0,0
Courtney Thompson,Volleyball,27,170,67,United States of America,F,0,0,0,0
Cy Thompson,Sailing,24,185,83,Virgin Islands,M,0,0,0,0
Frank Thompson,Shooting,24,180,79,United States of America,M,0,0,0,0
James Thompson,Rowing,25,182,70,South Africa,M,1,0,0,1
Richard Thompson,Athletics,27,167,77,Trinidad and Tobago,M,0,0,0,0
Soren Thompson,Fencing,31,191,88,United States of America,M,0,0,0,0
Lesley Thompson-Willie,Rowing,52,160,50,Canada,F,0,1,0,1
Anne Lolk Thomsen,Rowing,29,174,60,Denmark,F,0,0,0,0
Kaino Thomsen,Taekwondo,21,180,,Samoa,M,0,0,0,0
Peter Thomsen,Equestrian,51,183,73,Germany,M,1,0,0,1
Arasay Thondike,Athletics,26,,,Cuba,F,0,0,0,0
Shona Thorburn,Basketball,29,178,64,Canada,F,0,0,0,0
Andreas Thorkildsen,Athletics,30,,,Norway,M,0,0,0,0
Victoria Thornley,Rowing,24,193,76,Great Britain,F,0,0,0,0
Brian Thornton,Volleyball,27,191,82,United States of America,M,0,0,0,0
Micheen Thornycroft,Rowing,25,174,75,Zimbabwe,F,0,0,0,0
Susan Thorsgaard,Handball,23,188,80,Denmark,F,0,0,0,0
Odinn Bjorn Thorsteinsson,Athletics,30,,,Iceland,M,0,0,0,0
Saralee Thoungthongkam,Badminton,33,163,50,Thailand,F,0,0,0,0
Sara Thunebro,Football,33,165,60,Sweden,F,0,0,0,0
Aretha Thurmond,Athletics,35,180,95,United States of America,F,0,0,0,0
Jeffrey Thys,Hockey,24,181,81,Belgium,M,0,0,0,0
Liang Tian,Rowing,26,182,78,People's Republic of China,F,0,0,0,0
Qing Tian,Badminton,25,168,63,People's Republic of China,F,0,0,0,0
Yuan Tian,Table Tennis,37,,,Croatia,F,0,0,0,0
Pitaya Tibnoke,Weightlifting,22,176,84,Thailand,M,0,0,0,0
Marta Tibor,Canoe Sprint,29,175,73,Serbia,F,0,0,0,0
Yana Tie,Table Tennis,33,160,55,Hong Kong,F,0,0,0,0
Chia Chen Tien,Shooting,28,158,55,Taipei (Chinese Taipei),F,0,0,0,0
Viorica Tigau,Athletics,32,172,64,Romania,F,0,0,0,0
Adnane Tighadouini,Football,19,176,70,Morocco,M,0,0,0,0
Soslan Tigiev,Wrestling,28,175,74,Uzbekistan,M,0,0,0,0
Taimuraz Tigiyev,Wrestling,30,167,96,Kazakhstan,M,0,0,0,0
Anna Tikhomirova,Table Tennis,27,162,60,Russian Federation,F,0,0,0,0
Alexander Tikhonov,Swimming,24,183,83,Russian Federation,M,0,0,0,0
Anzhelika Timanina,Synchronised Swimming,23,176,,Russian Federation,F,0,0,0,0
Elena Timina,Table Tennis,43,177,63,Netherlands,F,0,0,0,0
Brittany Amanda Timko,Football,26,173,61,Canada,F,0,0,0,0
Mark Todd,Equestrian,56,190,82,New Zealand,M,0,0,1,1
Teodor Todorov,Volleyball,22,208,94,Bulgaria,M,0,0,0,0
Elena Todorova,Gymnastics - Rhythmic,18,173,,Bulgaria,F,0,0,0,0
Hristiana Todorova,Gymnastics - Rhythmic,17,173,,Bulgaria,F,0,0,0,0
Mario Todorovic,Swimming,23,186,80,Croatia,M,0,0,0,0
Andreas Toelzer,Judo,32,192,145,Germany,M,0,0,1,1
Rene Toft Hansen,Handball,27,200,112,Denmark,M,0,0,0,0
Bojan Tokic,Table Tennis,31,178,76,Slovenia,M,0,0,0,0
Bahar Toksoy,Volleyball,24,190,68,Turkey,F,0,0,0,0
Yuhei Tokunaga,Football,28,180,76,Japan,M,0,0,0,0
Islam Tolba,Wrestling,23,178,74,Egypt,M,0,0,0,0
Guilherme Toldo,Fencing,19,,,Brazil,M,0,0,0,0
Braian Toledo,Athletics,18,185,92,Argentina,M,0,0,0,0
Yasnier Toledo Lopez,Boxing,22,,,Cuba,M,0,0,0,0
Mehdi Toloutibandpi,Boxing,27,172,,Islamic Republic of Iran,M,0,0,0,0
Logan Tom,Volleyball,31,185,75,United States of America,F,0,0,0,0
Sergiu Toma,Judo,25,180,81,Republic of Moldova,M,0,0,0,0
Dawid Tomala,Athletics,22,182,66,Poland,M,0,0,0,0
Luisa Tomas,Basketball,29,192,82,Angola,F,0,0,0,0
Victor Tomas Gonzalez,Handball,27,177,83,Spain,M,0,0,0,0
Adrienn Toth,Modern Pentathlon,21,173,58,Hungary,F,0,0,0,0
David Toth,Canoe Sprint,27,181,81,Hungary,M,0,0,0,0
Ildiko Toth,Water Polo,25,175,70,Hungary,F,0,0,0,0
Krisztina Toth,Table Tennis,38,164,65,Hungary,F,0,0,0,0
Matej Toth,Athletics,29,185,73,Slovakia,M,0,0,0,0
Rustam Totrov,Wrestling,28,172,96,Russian Federation,M,0,0,0,0
Dika Toua,Weightlifting,28,150,52,Papua New Guinea,F,0,0,0,0
Jaleleddine Touati,Handball,30,179,82,Tunisia,M,0,0,0,0
Yakov Toumarkin,Swimming,20,192,87,Israel,M,0,0,0,0
Aymen Toumi,Handball,22,184,84,Tunisia,M,0,0,0,0
Aissata Toure,Athletics,21,164,57,Guinea,F,0,0,0,0
Assita Toure,Swimming,19,160,50,Côte d'Ivoire,F,0,0,0,0
Zargo Toure,Football,22,185,74,Senegal,M,0,0,0,0
Muhammad Tousiq,Hockey,17,,,Pakistan,M,0,0,0,0
Nicolas Touzaint,Equestrian,32,174,60,France,M,0,0,0,0
Darian Townsend,Swimming,27,195,87,South Africa,M,0,0,0,0
Sam Townsend,Rowing,26,199,100,Great Britain,M,0,0,0,0
Ivan Konrad Trajkovic,Taekwondo,20,185,,Slovenia,M,0,0,0,0
Lucas Tramer,Rowing,22,184,75,Switzerland,M,0,0,0,0
le Quoc Toan Tran,Weightlifting,23,150,56,Vietnam,M,0,0,0,0
Amy Tran-Swensen,Hockey,31,163,61,United States of America,F,0,0,0,0
Gabriela Trana,Athletics,32,164,50,Costa Rica,F,0,0,0,0
Norbert Trandafir,Swimming,24,185,75,Romania,M,0,0,0,0
Daniel Tranter,Swimming,20,193,80,Australia,M,0,0,0,0
Ali Traore,Basketball,27,206,114,France,M,0,0,0,0
Louise Trappitt,Rowing,26,174,68,New Zealand,F,0,0,0,0
Dragan Travica,Volleyball,25,200,94,Italy,M,0,0,0,0
Lukas Trefil,Canoe Sprint,23,187,91,Czech Republic,M,0,0,0,0
Dmitrijs Trefilovs,Gymnastics - Artistic,25,169,,Latvia,M,0,0,0,0
Grete Treier,Cycling - Road,34,170,62,Estonia,F,0,0,0,0
Edzus Treimanis,Cycling - BMX,24,182,80,Latvia,M,0,0,0,0
David Tremblay,Wrestling,24,162,55,Canada,M,0,0,0,0
Kathy Tremblay,Triathlon,30,158,49,Canada,F,0,0,0,0
Xavier Trenchs,Hockey,31,175,79,Spain,M,0,0,0,0
Jessica Trengove,Athletics,24,165,50,Australia,F,0,0,0,0
Pavel Trenikhin,Athletics,26,180,70,Russian Federation,M,0,0,0,0
Libby Trickett,Swimming,27,167,64,Australia,F,1,0,0,1
Andrew Triggs Hodge,Rowing,33,192,100,Great Britain,M,0,0,0,0
Chrystalleni Trikomiti,Gymnastics - Rhythmic,18,167,,Cyprus,F,0,0,0,0
Angelique Trinquier,Swimming,21,175,65,Monaco,F,0,0,0,0
Denis Tsargush,Wrestling,24,177,74,Russian Federation,M,0,0,0,0
Svetlana Tsarukaeva,Weightlifting,24,162,62,Russian Federation,F,0,1,0,1
Louis Tsatoumas,Athletics,30,186,77,Greece,M,0,0,0,0
Margarita Tschomakova,Fencing,23,168,55,Bulgaria,F,0,0,0,0
Marcel Tschopp,Athletics,38,181,66,Liechtenstein,M,0,0,0,0
Ying Suet Tse,Badminton,20,165,63,Hong Kong,F,0,0,0,0
Munkhzaya Tsedevsuren,Judo,26,165,63,Mongolia,F,0,0,0,0
Samuel Tsegay,Athletics,24,176,59,Eritrea,M,0,0,0,0
Alena Tseliapushkina,Equestrian,43,165,58,Belarus,F,0,0,0,0
Li-Cheng Tseng,Taekwondo,25,168,,Taipei (Chinese Taipei),F,0,0,0,0
Maria Tsiartsiani,Beach Volleyball,31,178,67,Greece,F,0,0,0,0
Alexandra Tsiavou,Rowing,26,178,61,Greece,F,0,0,0,0
Ivan Tsikhan,Athletics,36,184,104,Belarus,M,0,0,0,0
Ioannis Tsilis,Rowing,26,184,87,Greece,M,0,0,0,0
Rauli Tsirekidze,Weightlifting,25,174,84,Georgia,M,0,0,0,0
Soslan Tsirikhov,Athletics,27,195,125,Russian Federation,M,0,0,0,0
Marharyta Tsishkevich,Canoe Sprint,20,180,73,Belarus,F,0,0,0,0
Stanislau Tsivonchyk,Athletics,27,182,79,Belarus,M,0,0,0,0
Manuchar Tskhadaia,Wrestling,27,165,66,Georgia,M,0,0,0,0
Vasileios Tsolakidis,Gymnastics - Artistic,32,176,,Greece,M,0,0,0,0
Jo-Wilfried Tsonga,Tennis,27,188,91,France,M,0,0,0,0
Adonis Tsotras,Sailing,22,184,95,Greece,M,0,0,0,0
Gustavo Tsuboi,Table Tennis,27,,63,Brazil,M,0,0,0,0
Chi Ho Tsui,Athletics,22,171,62,Hong Kong,M,0,0,0,0
Yauhen Tsurkin,Swimming,21,182,72,Belarus,M,0,0,0,0
Koko Tsurumi,Gymnastics - Artistic,19,141,,Japan,F,0,0,0,0
Olena Tsyos,Cycling - Track,22,166,60,Ukraine,F,0,0,0,0
Kai-Wen Tu,Judo,21,169,66,Taipei (Chinese Taipei),M,0,0,0,0
Nathaniel Tuamoheloa,Wrestling,18,180,88,American Samoa,M,0,0,0,0
Patrick Tuara,Athletics,19,168,79,Cook Islands,M,0,0,0,0
Eduard Tubau,Hockey,31,180,77,Spain,M,0,0,0,0
Olaf Tufte,Rowing,36,,,Norway,M,0,0,0,0
Vladimir Tuganov,Equestrian,51,,,Russian Federation,M,0,0,0,0
Maureen Tuimalealiifano,Archery,41,175,70,Samoa,F,0,0,0,0
Blair Tuke,Sailing,23,181,77,New Zealand,M,0,0,0,0
Ivan Tukhtachev,Athletics,23,174,60,Russian Federation,M,0,0,0,0
Traisy Vivien Tukiet,Diving,18,148,50,Malaysia,F,0,0,0,0
Gabrielle Tuleu,Canoe Sprint,24,165,65,France,F,0,0,0,0
Manueli Tulo,Weightlifting,22,151,56,Fiji,M,0,0,0,0
Alina Tumilovich,Gymnastics - Rhythmic,22,178,,Belarus,F,0,0,0,0
Oguzhan Tuzun,Shooting,29,187,121,Turkey,M,0,0,0,0
Marharyta Tverdohlib,Athletics,21,179,70,Ukraine,F,0,0,0,0
Maja Tvrdy,Badminton,28,170,59,Slovenia,F,0,0,0,0
Elizabeth Tweddle,Gymnastics - Artistic,27,160,,Great Britain,F,0,0,0,0
Emma Twigg,Rowing,25,182,76,New Zealand,F,0,0,0,0
Georgie Twigg,Hockey,21,170,65,Great Britain,F,0,0,0,0
Billy Twomey,Equestrian,35,172,75,Ireland,M,0,0,0,0
Daria Tykhova,Shooting,26,165,50,Ukraine,F,0,0,0,0
Jillian Tyler,Swimming,23,152,65,Canada,F,0,0,0,0
Karolina Tyminska,Athletics,27,175,69,Poland,F,0,0,0,0
Ivan Tymko,Rowing,33,198,98,Ukraine,M,0,0,0,0
Pavlo Tymoshchenko,Modern Pentathlon,25,190,75,Ukraine,M,0,0,0,0
Aisuluu Tynybekova,Wrestling,19,170,63,Kyrgyzstan,F,0,0,0,0
Erik Tysse,Athletics,31,,,Norway,M,0,0,0,0
Georgios Tziallas,Rowing,25,190,90,Greece,M,0,0,0,0
Taehwan Park,Swimming,22,183,76,Republic of Korea,M,0,2,0,2
Taine Paton,Hockey,23,175,72,South Africa,M,0,0,0,0
Takaharu Furukawa,Archery,27,174,81,Japan,M,0,1,0,1
Takuya Haneda,Canoe Slalom,25,175,67,Japan,M,0,0,0,0
Tamara Echegoyen Dominguez,Sailing,28,174,72,Spain,F,0,0,0,0
Tamas Kazi,Athletics,27,180,68,Hungary,M,0,0,0,0
Tamira Paszek,Tennis,21,165,62,Austria,F,0,0,0,0
Tanel Laanmae,Athletics,22,184,89,Estonia,M,0,0,0,0
Tatiana Drozdovskaya,Sailing,33,175,68,Belarus,F,0,0,0,0
Tatyana Dektyareva,Athletics,31,173,63,Russian Federation,F,0,0,0,0
Tayyiba Haneef-Park,Volleyball,33,201,88,United States of America,F,0,0,0,0
Teneale Hatton,Canoe Sprint,22,167,64,New Zealand,F,0,0,0,0
Terrell Gausha,Boxing,24,178,,United States of America,M,0,0,0,0
Terrence Jennings,Taekwondo,26,178,,United States of America,M,0,0,0,0
Thiago Emiliano Da Silva,Football,27,183,79,Brazil,M,0,0,0,0
Thomas Edgar,Volleyball,23,212,112,Australia,M,0,0,0,0
Tia Hellebaut,Athletics,34,182,62,Belgium,F,0,0,0,0
Tiffany Kruger,Canoe Sprint,25,178,65,South Africa,F,0,0,0,0
Tiki Gelana,Athletics,24,165,48,Ethiopia,F,0,0,0,0
Tim Hornsby,Canoe Sprint,26,191,88,United States of America,M,0,0,0,0
Tim Jenniskens,Hockey,25,186,72,Netherlands,M,0,0,0,0
Timofei Hordeichik,Diving,26,171,63,Belarus,M,0,0,0,0
Timothee Heijbrock,Rowing,26,190,72,Netherlands,M,0,0,0,0
Timothy Drummond,Hockey,24,178,81,South Africa,M,0,0,0,0
Timothy Duggan,Cycling - Road,29,173,60,United States of America,M,0,0,0,0
Tjipekapora Herunga,Athletics,24,167,51,Namibia,F,0,0,0,0
Tobias Hauke,Hockey,24,183,81,Germany,M,0,0,0,0
Tomislav Marijanovic,Judo,30,183,81,Croatia,M,0,0,0,0
Tomohiko Hoshina,Judo,25,180,125,Philippines,M,0,0,0,0
Tomoko Fukumi,Judo,27,157,48,Japan,F,0,0,0,0
Tony Parker,Basketball,30,186,84,France,M,0,0,0,0
Travis Passier,Volleyball,23,207,101,Australia,M,0,0,0,0
Troy Dumais,Diving,32,168,68,United States of America,M,0,0,1,1
Trudi Maree,Swimming,23,171,70,South Africa,F,0,0,0,0
Tsimafei Dzeinichenka,Wrestling,25,186,96,Belarus,M,0,0,0,0
Tugba Karakaya,Athletics,21,168,55,Turkey,F,0,0,0,0
Tumurkhuleg Davaadorj,Judo,21,172,60,Mongolia,M,0,0,0,0
Tyson Gay,Athletics,29,178,77,United States of America,M,0,0,0,0
Ivan Ukhov,Athletics,26,192,67,Russian Federation,M,0,0,0,0
Evgeniya Ukolova,Beach Volleyball,23,181,66,Russian Federation,F,0,0,0,0
Rustam Ukumanov,Water Polo,26,192,93,Kazakhstan,M,0,0,0,0
Steffen Uliczka,Athletics,28,180,65,Germany,M,0,0,0,0
Christin Ulrich,Weightlifting,21,150,57,Germany,F,0,0,0,0
Jieun Um,Wrestling,25,161,55,Republic of Korea,F,0,0,0,0
Gadzhi Umarov,Taekwondo,27,186,,Russian Federation,M,0,0,0,0
Heshan Unamboowe,Swimming,20,178,69,Sri Lanka,M,0,0,0,0
Maider Unda Gonzalez de Audicana,Wrestling,35,176,72,Spain,F,0,0,0,0
Quanitta Underwood,Boxing,28,168,,United States of America,F,0,0,0,0
Tobias Unger,Athletics,33,180,74,Germany,M,0,0,0,0
Adrian Ungur,Tennis,27,178,73,Romania,M,0,0,0,0
Miklos Ungvari,Judo,31,176,66,Hungary,M,0,1,0,1
Laura Unsworth,Hockey,24,157,54,Great Britain,F,0,0,0,0
Eric Uptagrafft,Shooting,46,183,95,United States of America,M,0,0,0,0
Sandra Uptagrafft,Shooting,41,155,53,United States of America,F,0,0,0,0
Kazushige Ura,Rowing,36,180,74,Japan,M,0,0,0,0
Rigoberto Uran Uran,Cycling - Road,25,173,62,Colombia,M,0,1,0,1
Munkh-Erdene Uranchimeg,Boxing,30,175,,Mongolia,M,0,0,0,0
Bishindee Urantungalag,Archery,35,175,74,Mongolia,F,0,0,0,0
Robert Urbanek,Athletics,25,196,115,Poland,M,0,0,0,0
Nicolas Uriarte,Volleyball,22,191,82,Argentina,M,0,0,0,0
Sugoi Uriarte,Judo,28,169,66,Spain,M,0,0,0,0
Anzor Urishev,Wrestling,25,177,84,Russian Federation,M,0,0,0,0
Jonathan Urretaviscaya,Football,22,173,64,Uruguay,M,0,0,0,0
Maris Urtans,Athletics,31,187,123,Latvia,M,0,0,0,0
Jade Uru,Rowing,24,189,88,New Zealand,M,0,0,0,0
Storm Uru,Rowing,27,190,72,New Zealand,M,0,0,0,0
Annika Urvikko,Gymnastics - Artistic,21,157,,Finland,F,0,0,0,0
Takashi Usami,Football,20,178,68,Japan,M,0,0,0,0
Dmitry Ushakov,Trampoline,23,176,,Russian Federation,M,0,1,0,1
Vladimir Ushakov,Water Polo,30,195,94,Kazakhstan,M,0,0,0,0
Keisuke Ushiro,Athletics,26,196,95,Japan,M,0,0,0,0
Binnaz Uslu,Athletics,27,165,55,Turkey,F,0,0,0,0
Polen Uslupehlivan,Volleyball,21,192,71,Turkey,F,0,0,0,0
Maryam Usman,Weightlifting,21,,76,Nigeria,F,0,0,0,0
Maria Catalina Usme,Football,22,165,65,Colombia,F,0,0,0,0
Ilona Usovich,Athletics,29,169,59,Belarus,F,0,0,0,0
Sviatlana Usovich,Athletics,31,165,54,Belarus,F,0,0,0,0
Oleksandr Usyk,Boxing,25,190,,Ukraine,M,0,0,0,0
Uladzimir Kazlou,Athletics,27,184,90,Belarus,M,0,0,0,0
Diju V,Badminton,31,,,India,M,0,0,0,0
Iveta Vacenovska,Table Tennis,26,167,56,Czech Republic,F,0,0,0,0
Kristina Vaculik,Gymnastics - Artistic,20,149,,Canada,F,0,0,0,0
Attila Vadkerti,Handball,30,182,90,Hungary,M,0,0,0,0
Lara Vadlau,Sailing,18,167,56,Austria,F,0,0,0,0
Jakub Vadlejch,Athletics,21,190,93,Czech Republic,M,0,0,0,0
Attila Vajda,Canoe Sprint,29,179,82,Hungary,M,0,0,0,0
Donna Vakalis,Modern Pentathlon,32,164,53,Canada,F,0,0,0,0
David Vala,Wrestling,34,191,96,Czech Republic,M,0,0,0,0
Jonas Valanciunas,Basketball,20,213,111,Lithuania,M,0,0,0,0
Gaelle Valcke,Hockey,26,172,64,Belgium,F,0,0,0,0
Ricardo Valderrama,Judo,25,164,66,Venezuela,M,0,0,0,0
Maria Fernanda Valdes,Weightlifting,20,162,75,Chile,F,0,0,0,0
Oscar Valdez Fierro,Boxing,21,167,,Mexico,M,0,0,0,0
Natalia Valeeva,Archery,42,168,63,Italy,F,0,0,0,0
Alejandra Valencia,Archery,17,176,74,Mexico,F,0,0,0,0
Lidia Valentin Perez,Weightlifting,27,169,74,Spain,F,0,0,0,0
Domenico Valentino,Boxing,28,171,,Italy,M,0,0,0,0
Rubens Valeriano,Cycling - Mountain Bike,32,,,Brazil,M,0,0,0,0
Roman Valiyev,Athletics,28,192,78,Kazakhstan,M,0,0,0,0
Amaurys R Valle,Athletics,22,,,Cuba,M,0,0,0,0
Xavier Valles Trias,Water Polo,32,191,104,Spain,M,0,0,0,0
Antoine Valois-Fortier,Judo,22,190,81,Canada,M,0,0,1,1
Ubaldina Valoyes Cuesta,Weightlifting,30,158,69,Colombia,F,0,0,0,0
Alejandro Valverde Belmonte,Cycling - Road,32,176,62,Spain,M,0,0,0,0
Victoria Valyukevich,Athletics,30,178,62,Russian Federation,F,0,0,0,0
Ngoc Tu VAN,Judo,24,155,48,Vietnam,F,0,0,0,0
Philipine van Aanholt,Sailing,20,170,69,Independent Olympic Athletes,F,0,0,0,0
Evi Van Acker,Sailing,26,172,70,Belgium,F,0,0,0,0
Hans van Alphen,Athletics,30,191,92,Belgium,M,0,0,0,0
Naomi van As,Hockey,29,179,65,Netherlands,F,0,0,0,0
Florent van Aubel,Hockey,20,178,71,Belgium,M,0,0,0,0
Greg van Avermaet,Cycling - Road,27,181,72,Belgium,M,0,0,0,0
Tera van Beilen,Swimming,19,182,71,Canada,F,0,0,0,0
Martina van Berkel,Swimming,23,166,54,Switzerland,F,0,0,0,0
Suzaan van Biljon,Swimming,24,178,66,South Africa,F,0,0,0,0
Irvette van Blerk,Athletics,25,169,54,South Africa,F,0,0,0,0
Lucy van Dalen,Athletics,23,168,53,New Zealand,F,0,0,0,0
Joanna van de Winkel,Cycling - Road,30,167,45,South Africa,F,0,0,0,0
Felipe van de Wyngard,Triathlon,31,179,76,Chile,M,0,0,0,0
Daniella van den Berg,Swimming,16,165,61,Aruba,F,0,0,0,0
Raymon van der Biezen,Cycling - BMX,25,182,80,Netherlands,M,0,0,0,0
Cameron van der Burgh,Swimming,24,184,74,South Africa,M,1,0,0,1
Elco van der Geest,Judo,33,190,100,Belgium,M,0,0,0,0
Robert van der Horst,Hockey,27,181,77,Netherlands,M,0,0,0,0
Patrick van der Meer,Equestrian,41,187,79,Netherlands,M,0,0,0,0
Rick van der Ven,Archery,21,181,71,Netherlands,M,0,0,0,0
Maikel van der Vleuten,Equestrian,24,168,58,Netherlands,M,0,0,0,0
Zoe van der Weel,Handball,21,161,61,Great Britain,F,0,0,0,0
Mink van der Weerden,Hockey,23,179,82,Netherlands,M,0,0,0,0
Ellen van Dijk,Cycling,25,182,74,Netherlands,F,0,0,0,0
Saskia Loretta Van Erven Garcia,Fencing,24,170,64,Colombia,F,0,0,0,0
Tejay van Garderen,Cycling - Road,23,185,70,United States of America,M,0,0,0,0
Margot van Geffen,Hockey,22,171,63,Netherlands,F,0,0,0,0
Twan van Gendt,Cycling - BMX,20,178,74,Netherlands,M,0,0,0,0
Celine van Gerner,Gymnastics - Artistic,17,156,,Netherlands,F,0,0,0,0
Sophie van Gestel,Beach Volleyball,21,180,65,Netherlands,F,0,0,0,0
Jelle van Gorkom,Cycling - BMX,21,188,88,Netherlands,M,0,0,0,0
Anky van Grunsven,Equestrian,44,170,56,Netherlands,F,0,0,0,0
Gijs van Hoecke,Cycling - Track,20,186,75,Belgium,M,0,0,0,0
Kevin van Hoovels,Cycling - Mountain Bike,27,184,69,Belgium,M,0,0,0,0
Rudi van Houts,Cycling - Mountain Bike,28,177,64,Netherlands,M,0,0,0,0
Benjamin van Hove,Hockey,31,187,85,Belgium,M,0,0,0,0
Marleen van Iersel,Beach Volleyball,24,178,68,Netherlands,F,0,0,0,0
Adam van Koeverden,Canoe Sprint,30,182,85,Canada,M,0,0,0,0
Wannes Van Laer,Sailing,27,181,83,Belgium,M,0,0,0,0
Denisse van Lamoen,Archery,32,157,51,Chile,F,0,0,0,0
Britany van Lange,Swimming,15,180,68,Guyana,F,0,0,0,0
Lieselotte van Lindt,Hockey,23,178,70,Belgium,F,0,0,0,0
Patrick van Luijk,Athletics,27,189,87,Netherlands,M,0,0,0,0
Caia van Maasakker,Hockey,23,180,67,Netherlands,F,0,0,0,0
Kitty van Male,Hockey,24,170,62,Netherlands,F,0,0,0,0
Robyn van Nus,Shooting,29,164,60,Australia,F,0,0,0,0
Anne van Olst,Equestrian,50,184,74,Denmark,F,0,0,0,0
Anne-Sophie van Regemortel,Hockey,27,173,63,Belgium,F,0,0,0,0
Dorian van Rijsselberge,Sailing,23,190,80,Netherlands,M,0,0,0,0
Sharon van Rouwendaal,Swimming,18,172,64,Netherlands,F,0,0,0,0
Rutger van Schaardenburg,Sailing,24,188,83,Netherlands,M,0,0,0,0
Charline van Snick,Judo,21,157,48,Belgium,F,0,0,1,1
Joris van Springel,Equestrian,49,171,69,Belgium,M,0,0,0,0
Elliot van Strydonck,Hockey,24,185,75,Belgium,M,0,0,0,0
Dirk van Tichelt,Judo,28,173,73,Belgium,M,0,0,0,0
Simon van Velthooven,Cycling - Track,23,185,92,New Zealand,M,0,0,0,0
Annemiek van Vleuten,Cycling - Road,29,168,62,Netherlands,F,0,0,0,0
Janine van Wyk,Football,25,162,60,South Africa,F,0,0,0,0
Gideon van Zyl,Judo,22,180,73,South Africa,M,0,0,0,0
L J van Zyl,Athletics,27,182,80,South Africa,M,0,0,0,0
Vincent Vanasch,Hockey,24,180,79,Belgium,M,0,0,0,0
Stijn Vandenbergh,Cycling - Road,28,199,84,Belgium,M,0,0,0,0
Peter Vanderkaay,Swimming,28,193,95,United States of America,M,0,0,1,1
Judith Vandermeiren,Hockey,17,174,63,Belgium,F,0,0,0,0
Arianna Vanderpool-Wallace,Swimming,22,,,Bahamas,F,0,0,0,0
Rachael Vanderwal,Basketball,29,175,66,Great Britain,F,0,0,0,0
Douglas Vandor,Rowing,37,180,70,Canada,M,0,0,0,0
Bora Vang,Table Tennis,25,177,82,Turkey,M,0,0,0,0
Emmanuel Vanluchene,Swimming,19,179,71,Belgium,M,0,0,0,0
Norayr Vardanyan,Weightlifting,25,175,94,Armenia,M,0,0,0,0
Birsel Vardarli,Basketball,28,175,60,Turkey,F,0,0,0,0
Hovhannes Varderesyan,Wrestling,23,166,66,Armenia,M,0,0,0,0
Vishnu Vardhan,Tennis,25,,,India,M,0,0,0,0
Anderson Varejao,Basketball,29,208,115,Brazil,M,0,0,0,0
Peter Varellas,Water Polo,27,191,88,United States of America,M,0,0,0,0
Daniel Varga,Water Polo,28,201,95,Hungary,M,0,0,0,0
Denes Varga,Water Polo,25,193,95,Hungary,M,0,0,0,0
Erik Varga,Shooting,36,184,80,Slovakia,M,0,0,0,0
Miklos Varga,Boxing,24,171,,Hungary,M,0,0,0,0
